nexus_name,species_name,common_name,Category,ssb_presence,ssb_prevalence,mean_temp_2019,mean_precip_2019,mean_cloud_2019,mean_biomass_2019,predator_count,size_dimorphism_presence,median_body_size,body_size_range,lifespan,sex_ratio,median_group_size,group_structure,hierarchical_structure,mating_system,infant_rearing_strategy,imputed_mean_temp_2019,imputed_mean_precip_2019,imputed_mean_cloud_2019,imputed_mean_biomass_2019,imputed_predator_count,imputed_sexual_dimorphism,imputed_median_body_mass,imputed_bodymass_range,imputed_lifespan,imputed_adult_sex_ratio,imputed_median_group_size,
Cebus_yuracus_ott6145191,Cebus_yuracus,Maranon white-fronted capuchin,Platyrrhini,0,0,24.4883453,0.010876771,0.89709324,4.741902152,88,1,NA,NA,NA,1,22,Multi-male-multi-female,Patriarchal,Polygynandrous,Maternal,24.4883453,0.010876771,0.89709324,4.741902152,88,1,2.536027326,0.570717736,30.88930125,1,22,
Cephalopachus_bancanus_ott339050,Cephalopachus_bancanus,Horsfield's tarsier,Tarsiiformes,0,0,26.58285605,0.009846974,0.930567204,3.894098295,16,1,0.13,0.03,15,0.5,1,Solitary,Egalitarian,Monogamous,Maternal,26.58285605,0.009846974,0.930567204,3.894098295,16,1,0.13,0.03,15,0.5,1,
Cercocebus_agilis_ott363077,Cercocebus_agilis,Agile mangabey,Cercopithecidae,0,0,26.6660998,0.001842291,0.639365058,3.887899411,77,1,9,7,20,0.1,14,Multi-male-multi-female,Patriarchal,Polygynandrous,Maternal,26.6660998,0.001842291,0.639365058,3.887899411,77,1,9,7,20,0.1,14,
Cercocebus_atys_ott268349,Cercocebus_atys,Sooty mangabey,Cercopithecidae,1,2,26.2823957,0.001321443,0.487968435,3.331045188,61,1,9.5,9,18,NA,75,Multi-male-multi-female,Patriarchal,Polygynandrous,Maternal,26.2823957,0.001321443,0.487968435,3.331045188,61,1,9.5,9,18,0.600677228,75,
Cercocebus_chrysogaster_ott554545,Cercocebus_chrysogaster,Golden-bellied mangabey,Cercopithecidae,0,0,25.9163011,0.005627649,0.836554457,4.914932152,31,1,10,8,30,1,32,Multi-male-multi-female,Patriarchal,Polygynandrous,Maternal,25.9163011,0.005627649,0.836554457,4.914932152,31,1,10,8,30,1,32,
Cercocebus_galeritus_ott268347,Cercocebus_galeritus,Tana river mangabey,Cercopithecidae,0,0,28.9750687,0.000332713,0.539195165,1.971354604,51,1,7.45,4.1,19,0.71,27,Multi-male-multi-female,Patriarchal,Polygynous,Maternal,28.9750687,0.000332713,0.539195165,1.971354604,51,1,7.45,4.1,19,0.71,27,
Cercocebus_sanjei_ott3607602,Cercocebus_sanjei,Sanje mangabey,Cercopithecidae,0,0,24.4343506,0.008217232,0.748614311,4.77287817,54,1,8.05,4.5,20,0.1,35,Multi-male-multi-female,Patriarchal,Polygynandrous,Maternal,24.4343506,0.008217232,0.748614311,4.77287817,54,1,8.05,4.5,20,0.1,35,
Cercocebus_torquatus_ott268353,Cercocebus_torquatus,Collared mangabey,Cercopithecidae,0,0,26.7077727,0.005106776,0.738101209,3.509033923,51,1,8.75,2.5,20,NA,22,Multi-male-multi-female,Patriarchal,Polygynandrous,Maternal,26.7077727,0.005106776,0.738101209,3.509033923,51,1,8.75,2.5,20,0.626339185,22,
Cercopithecus_albogularis_ott311705,Cercopithecus_albogularis,Sykes' monkey,Cercopithecidae,0,0,24.11474673,0.003310318,0.670395754,3.262465097,61,1,NA,NA,25,NA,35,Multi-male-multi-female,Patriarchal,Polygynandrous,Maternal,24.11474673,0.003310318,0.670395754,3.262465097,61,1,5.590706453,4.110684872,25,0.221573082,35,
Cercopithecus_ascanius_ott203184,Cercopithecus_ascanius,Red-tailed monkey,Cercopithecidae,1,2,24.36862124,0.005334778,0.841712799,3.976967641,52,1,3.25,0.9,28,0.33,25,Single-male-multi-female,Patriarchal,Polygynous,Allo-parenting,24.36862124,0.005334778,0.841712799,3.976967641,52,1,3.25,0.9,28,0.33,25,
Cercopithecus_buettikoferi_ott7655020,Cercopithecus_buettikoferi,Western lesser spot-nosed monkey,Cercopithecidae,0,0,26.5054963,0.001436211,0.492967734,3.630985478,56,1,NA,NA,NA,NA,10,Single-male-multi-female,Patriarchal,Polygynous,Maternal,26.5054963,0.001436211,0.492967734,3.630985478,56,1,5.517303379,3.369582895,22.45321922,0.415133796,10,
Cercopithecus_lowei_ott3607603,Cercopithecus_lowei,Lowe's mona monkey,Cercopithecidae,0,0,27.7151608,0.002539885,0.524400561,2.97758758,58,1,7.5,7,28,NA,11,Single-male-multi-female,Patriarchal,Polygynous,Maternal,25.6884157,0.005055731,0.773359824,3.825200196,52,1,3.8,0.4,25,1,22,
Cercopithecus_cephus_ott268334,Cercopithecus_cephus,Moustached guenon,Cercopithecidae,0,0,25.6884157,0.005055731,0.773359824,3.825200196,52,1,3.8,0.4,25,1,22,Single-male-multi-female,Patriarchal,Polygynous,Maternal,24.6300714,0.002948231,0.698461774,4.864966057,69,1,3.3,1.8,22,0.14,14,
Cercopithecus_denti_ott198616,Cercopithecus_denti,Dent's mona monkey,Cercopithecidae,0,0,24.6300714,0.002948231,0.698461774,4.864966057,69,1,3.3,1.8,22,0.14,14,Single-male-multi-female,Patriarchal,Polygynous,Allo-parenting,26.4451799,0.002103444,0.519394612,3.942025244,49,1,5.5,3,20,0.07,20,
Cercopithecus_diana_ott203187,Cercopithecus_diana,Diana monkey,Cercopithecidae,0,0,26.4451799,0.002103444,0.519394612,3.942025244,49,1,5.5,3,20,0.07,20,Single-male-multi-female,Patriarchal,Polygynous,Maternal,20.9556204,0.003355087,0.690118142,2.598174775,67,1,5.772470716,4.238183868,20,0.14,25,
Cercopithecus_doggetti_ott3607605,Cercopithecus_doggetti,Silver monkey,Cercopithecidae,0,0,20.9556204,0.003355087,0.690118142,2.598174775,67,1,NA,NA,20,0.14,25,Single-male-multi-female,Patriarchal,Polygynous,Maternal,25.6281293,0.002698153,0.830834628,5.277332442,23,1,3.5,1.2,15,0.127593439,8,
Cercopithecus_dryas_ott3607607,Cercopithecus_dryas,Drays monkey,Cercopithecidae,0,0,25.6281293,0.002698153,0.830834628,5.277332442,23,1,3.5,1.2,15,NA,8,Single-male-multi-female,Patriarchal,Polygynous,Maternal,28.2117151,0.00270067,0.603332424,2.91877321,39,1,3.45,2.1,20,0.5,10,
Cercopithecus_erythrogaster_ott179316,Cercopithecus_erythrogaster,White-throated guenon,Cercopithecidae,0,0,28.2117151,0.00270067,0.603332424,2.91877321,39,1,3.45,2.1,20,0.5,10,Single-male-multi-female,Patriarchal,Polygynous,Maternal,24.1808214,0.004224563,0.762139553,5.192262732,65,1,3.55,1.9,30,0.25,6,
Cercopithecus_hamlyni_ott268332,Cercopithecus_hamlyni,Hamlyn's monkey,Cercopithecidae,0,0,24.1808214,0.004224563,0.762139553,5.192262732,65,1,3.55,1.9,30,0.25,6,Single-male-multi-female,Patriarchal,Polygynous,Maternal,17.9521467,0.005660365,0.751390943,2.618345356,50,1,5.645607196,4.179565767,19,0.18127087,30,
Cercopithecus_kandti_ott3607604,Cercopithecus_kandti,Golden monkey,Cercopithecidae,0,0,17.9521467,0.005660365,0.751390943,2.618345356,50,1,NA,NA,19,NA,30,Single-male-multi-female,Patriarchal,Polygynous,Maternal,25.4701618,0.002917139,0.831812641,5.161570784,21,1,5.3,3.6,22.3259739,0.2,25,
Cercopithecus_lomamiensis_ott1072609,Cercopithecus_lomamiensis,Lesula,Cercopithecidae,0,0,25.4701618,0.002917139,0.831812641,5.161570784,21,1,5.3,3.6,NA,0.2,25,Single-male-multi-female,Patriarchal,Polygynous,Maternal,27.7151608,0.002539885,0.524400561,2.97758758,58,1,7.5,7,28,0.664787414,11,
Cercopithecus_mitis_ott203191,Cercopithecus_mitis,Blue monkey,Cercopithecidae,0,0,24.11474673,0.003310318,0.670395754,3.262465097,61,1,6.35,5.1,35,0.25,35,Single-male-multi-female,Patriarchal,Polygynous,Maternal,24.11474673,0.003310318,0.670395754,3.262465097,61,1,6.35,5.1,35,0.25,35,
Cercopithecus_mona_ott918231,Cercopithecus_mona,Mona monkey,Cercopithecidae,1,1,27.0252897,0.003504975,0.641724067,3.543034508,37,1,4.5,1,30,0.25,12,Multi-male-multi-female,Patriarchal,Polygynous,Maternal,27.0252897,0.003504975,0.641724067,3.543034508,37,1,4.5,1,30,0.25,12,
Cercopithecus_neglectus_ott918233,Cercopithecus_neglectus,De Brazza's monkey,Cercopithecidae,0,0,25.6397541,0.003297518,0.727361417,4.203372844,111,1,5.65,4.1,22,0.25,10,Single-male-multi-female,Patriarchal,Polygynous,Maternal,25.6397541,0.003297518,0.727361417,4.203372844,111,1,5.65,4.1,22,0.25,10,
Cercopithecus_nicticans_ott7655026,Cercopithecus_nicticans,Greater spot-nosed monkey,Cercopithecidae,0,0,26.311924,0.003665859,0.640724891,3.107172189,43,1,5.4,2.4,20,0.25,21,Single-male-multi-female,Patriarchal,Polygynous,Maternal,26.311924,0.003665859,0.640724891,3.107172189,43,1,5.4,2.4,20,0.25,21,
Cercopithecus_petaurista_ott949841,Cercopithecus_petaurista,Lesser spot-nosed monkey,Cercopithecidae,0,0,27.2103541,0.001849987,0.507288774,3.312437243,58,1,3.65,2.7,19,0.25,14,Single-male-multi-female,Patriarchal,Polygynous,Maternal,27.2103541,0.001849987,0.507288774,3.312437243,58,1,3.65,2.7,19,0.25,14,
Cercopithecus_pogonias_ott80548,Cercopithecus_pogonias,Crested mona monkey,Cercopithecidae,0,0,25.98039027,0.005680303,0.746771465,3.619221489,31,1,3.5,3,30,0.13,14,Single-male-multi-female,Patriarchal,Polygynous,Maternal,25.98039027,0.005680303,0.746771465,3.619221489,31,1,3.5,3,30,0.13,14,
Cercopithecus_roloway_ott699219,Cercopithecus_roloway,Roloway monkey,Cercopithecidae,0,0,27.17995465,0.003550041,0.618617298,3.904289593,36,1,3.75,2.9,20,0.17,14,Single-male-multi-female,Patriarchal,Polygynous,Maternal,27.17995465,0.003550041,0.618617298,3.904289593,36,1,3.75,2.9,20,0.17,14,
Cercopithecus_sclateri_ott3607606,Cercopithecus_sclateri,Sclater's guenon,Cercopithecidae,0,0,28.0255801,0.002507276,0.637918029,2.45815552,28,1,3.25,1.5,20,NA,20,Multi-male-multi-female,Matriarchal,Polygynous,Maternal,28.0255801,0.002507276,0.637918029,2.45815552,28,1,3.25,1.5,20,0.795555313,20,
Cercopithecus_wolfi_ott375164,Cercopithecus_wolfi,Wolf's mona monkey,Cercopithecidae,0,0,25.66394507,0.004235496,0.827599127,4.866547166,33,1,3.5,2,15,0.13,12,Single-male-multi-female,Patriarchal,Polygynous,Maternal,25.66394507,0.004235496,0.827599127,4.866547166,33,1,3.5,2,15,0.13,12,
Cheirogaleus_andysabini_ott6145311,Cheirogaleus_andysabini,Montagne d'Ambre dwarf lemur,Strepsirrhini,0,0,25.1611572,0.018505875,0.915333092,3.121833165,22,0,NA,NA,NA,NA,4,Monogamous pairs,Dominant pair,Monogamous,Shared parental care,25.1611572,0.018505875,0.915333092,3.121833165,22,0,0.53956422,1.01981914,9.222721055,0.999591013,4,
Cheirogaleus_crossleyi_ott418718,Cheirogaleus_crossleyi,Furry-eared dwarf lemur,Strepsirrhini,0,0,22.2700979,0.007135844,0.928275056,3.690318832,25,0,NA,NA,NA,1,4,Monogamous pairs,Dominant pair,Monogamous,Shared parental care,22.2700979,0.007135844,0.928275056,3.690318832,25,0,0.729548361,1.289852473,11.74098534,1,4,
Cheirogaleus_lavasoensis_ott5839495,Cheirogaleus_lavasoensis,Lavasoa dwarf lemur,Strepsirrhini,0,0,23.709169,0.004236899,0.843281925,2.224044561,21,0,NA,NA,NA,NA,4,Monogamous pairs,Dominant pair,Monogamous,Shared parental care,23.709169,0.004236899,0.843281925,2.224044561,21,0,0.729614014,1.289871167,11.74096856,0.999970787,4,
Cheirogaleus_major_ott589601,Cheirogaleus_major,Greater dwarf lemur,Strepsirrhini,0,0,25.3624173,0.008318356,0.882596029,4.789120913,25,0,1.45,2.7,15,1,1,Solitary,Egalitarian,Polygynous,Maternal,25.3624173,0.008318356,0.882596029,4.789120913,25,0,1.45,2.7,15,1,1,
Cheirogaleus_medius_ott863759,Cheirogaleus_medius,Fat-tailed dwarf lemur,Strepsirrhini,0,0,27.0696877,0.005151482,0.809123289,3.661514029,20,0,0.2,0.15,11,1,4,Monogamous pairs,Dominant pair,Monogamous,Paternal,27.0696877,0.005151482,0.809123289,3.661514029,20,0,0.2,0.15,11,1,4,
Cheirogaleus_minusculus_ott311696,Cheirogaleus_minusculus,Lesser iron-gray dwarf lemur,Strepsirrhini,0,0,NA,NA,NA,NA,NA,0,NA,NA,11,NA,1,Solitary,Egalitarian,Monogamous,NA,24.45757593,0.010073916,0.883304429,3.295121195,22.12149423,0,0.583778927,1.071378035,11,1.006213687,1,
Cheirogaleus_shethi_ott7655171,Cheirogaleus_shethi,Ankarana dwarf lemur,Strepsirrhini,0,0,25.8918868,0.01280983,0.900643804,3.567087242,22,0,NA,NA,11,NA,1,Solitary,Egalitarian,Monogamous,Shared parental care,25.8918868,0.01280983,0.900643804,3.567087242,22,0,0.583778927,1.071378035,11,1.006213687,1,
Cheirogaleus_sibreei_ott682744,Cheirogaleus_sibreei,Sibree's dwarf lemur,Strepsirrhini,0,0,20.8583923,0.009921236,0.933320642,2.886515427,24,0,NA,NA,5,NA,4,Monogamous pairs,NA,Monogamous,Shared parental care,20.8583923,0.009921236,0.933320642,2.886515427,24,0,0.434512408,0.897317922,5,0.98385589,4,
Cheirogaleus_thomasi_ott6145312,Cheirogaleus_thomasi,Thomas' dwarf lemur,Strepsirrhini,0,0,25.4897298,0.004370647,0.810714742,,20,0,NA,NA,5,NA,1,Solitary,Egalitarian,Monogamous,NA,25.4897298,0.004370647,0.810714742,3.113001985,20,0,0.434512408,0.897317922,5,0.98385589,1,
Cheracebus_lucifer_ott3607586,Cheracebus_lucifer,Lucifer titi monkey,Platyrrhini,0,0,25.2283557,0.010565044,0.89990799,5.036785461,62,0,1.25,0.5,NA,1,4,Monogamous pairs,Patriarchal,Monogamous,Paternal,25.2283557,0.010565044,0.89990799,5.036785461,62,0,1.25,0.5,14.83532943,1,4,
Cheracebus_lugens_ott927108,Cheracebus_lugens,Black titi monkey,Platyrrhini,0,0,25.7639819,0.005092728,0.770160612,5.252573381,83,0,NA,NA,12,1,4,Monogamous pairs,Patriarchal,Monogamous,Paternal,25.7639819,0.005092728,0.770160612,5.252573381,83,0,4.613456399,0.223906224,12,1,4,
Cheracebus_medemi_ott3607588,Cheracebus_medemi,Colombian black-handed titi monkey,Platyrrhini,0,0,298.6364489,0.011898956,0.842761623,5.726295356,60,0,NA,NA,14,1,5,Monogamous pairs,Patriarchal,,Paternal,298.6364489,0.011898956,0.842761623,5.726295356,60,0,4.680103168,0.286830062,14,1,5,
Cheracebus_purinus_ott3607591,Cheracebus_purinus,Rio Purus titi monkey,Platyrrhini,0,0,NA,NA,NA,,NA,0,NA,NA,NA,1,4,Monogamous pairs,Patriarchal,Monogamous,Paternal,78.7017249,0.009919367,0.873610238,5.052711458,63.79251168,0,4.708684181,0.313814522,14.85768637,1,4,
Cheracebus_regulus_ott3607583,Cheracebus_regulus,Red-headed titi monkey,Platyrrhini,0,0,25.4864489,0.010914446,0.929543768,4.582705014,57,0,NA,NA,15,1,4,Monogamous pairs,Patriarchal,Monogamous,Paternal,25.4864489,0.010914446,0.929543768,4.582705014,57,0,4.713426552,0.318291982,15,1,4,
Cheracebus_torquatus_ott1058663,Cheracebus_torquatus,Collared titi monkey,Platyrrhini,0,0,25.5474354,0.011178108,0.932545233,4.779315626,57,0,8.75,0.25,18,1,4,Monogamous pairs,Patriarchal,Monogamous,Paternal,25.5474354,0.011178108,0.932545233,4.779315626,57,0,8.75,0.25,18,1,4,
Chiropotes_albinasus_ott99704,Chiropotes_albinasus,White-nosed saki,Platyrrhini,0,0,25.1575044,0.012124947,0.881440905,4.197143975,76,1,3.1,1.2,17,NA,24,Fission-fusion,Egalitarian,Polygynandrous,Maternal,25.1575044,0.012124947,0.881440905,4.197143975,76,1,3.1,1.2,17,0.798348839,24,
Chiropotes_chiropotes_sagulata_ott5857440,Chiropotes_sagulata,Reddish-brown bearded saki,Platyrrhini,0,0,25.169952,0.004591278,0.788052778,4.191635557,72,1,2.85,0.5,10,1,50,Fission-fusion,Egalitarian,Polygynandrous,Maternal,25.169952,0.004591278,0.788052778,4.191635557,72,1,2.85,0.5,10,1,50,
Chiropotes_israelita_ott571889,Chiropotes_israelita,Brown-backed bearded saki,Platyrrhini,0,0,25.169952,0.004591278,0.788052778,4.191635557,72,1,NA,NA,15,1,25,Fission-fusion,Egalitarian,Polygynandrous,Maternal,25.169952,0.004591278,0.788052778,4.191635557,72,1,2.994193878,0.683101165,15,1,25,
Chiropotes_satanas_ott842864,Chiropotes_satanas,Black-bearded saki,Platyrrhini,0,0,26.3597057,0.012884483,0.822886674,3.62668998,63,1,2.8,0.4,18,1,40,Fission-fusion,Egalitarian,Polygynandrous,Maternal,26.3597057,0.012884483,0.822886674,3.62668998,63,1,2.8,0.4,18,1,40,
Chiropotes_utahickae_ott571892,Chiropotes_utahickae,Uta Hick's bearded saki,Platyrrhini,0,0,25.5035352,0.010432967,0.830878386,3.658707698,65,1,NA,NA,NA,0.33,24,Fission-fusion,Egalitarian,Polygynandrous,Maternal,25.5035352,0.010432967,0.830878386,3.658707698,65,1,4.453932664,1.209320239,15.25380494,0.33,24,
Chlorocebus_aethiops_ott268337,Chlorocebus_aethiops,Grivet,Cercopithecidae,0,0,23.20737145,0.000486229,0.268805602,1.798122447,91,1,3.95,4.9,13,0.5,37,Multi-male-multi-female,Matriarchal,Polygynandrous,Maternal,23.20737145,0.000486229,0.268805602,1.798122447,91,1,3.95,4.9,13,0.5,37,
Chlorocebus_cynosuros_ott250767,Chlorocebus_cynosuros,Malbrouck monkey,Cercopithecidae,0,0,23.4700932,0.005992318,0.870817945,3.23177968,108,1,5.75,4.5,20,NA,50,Multi-male-multi-female,Matriarchal,Polygynandrous,Allo-parenting,23.4700932,0.005992318,0.870817945,3.23177968,108,1,5.75,4.5,20,0.648762302,50,
Chlorocebus_djamdjamensis_ott875546,Chlorocebus_djamdjamensis,Bale Mountains vervet,Cercopithecidae,0,0,15.0450353,0.001133457,0.321475138,3.717304702,57,1,NA,NA,25,NA,20,Multi-male-multi-female,Patriarchal,Polygynandrous,Maternal,15.0450353,0.001133457,0.321475138,3.717304702,57,1,6.053351377,4.694872472,25,0.666741119,20,
Chlorocebus_pygerythrus_ott571323,Chlorocebus_pygerythrus,Vervet monkey,Cercopithecidae,1,2,26.62319173,0.001997073,0.570463596,2.728386558,63,1,5.7,4.6,18,1,25,Multi-male-multi-female,Patriarchal,Polygynandrous,Maternal,26.62319173,0.001997073,0.570463596,2.728386558,63,1,5.7,4.6,18,1,25,
Chlorocebus_sabaeus_ott571316,Chlorocebus_sabaeus,Green monkey,Cercopithecidae,0,0,25.8329628,0.000279415,0.384543479,1.668384991,83,1,5.15,1.5,13,0.5,91,Multi-male-multi-female,Matriarchal,Polygynandrous,Maternal,25.8329628,0.000279415,0.384543479,1.668384991,83,1,5.15,1.5,13,0.5,91,
Colobus_angolensis_ott721482,Colobus_angolensis,Angola colobus,Cercopithecidae,0,0,23.4862174,0.005971755,0.781630609,3.758643644,61,1,8.7,5.4,20,0.2,6,Single-male-multi-female,Patriarchal,Polygynous,Allo-parenting,23.4862174,0.005971755,0.781630609,3.758643644,61,1,8.7,5.4,20,0.2,6,
Colobus_guereza_ott565569,Colobus_guereza,Mantled guereza,Cercopithecidae,1,55,22.23179156,0.001416087,0.459917417,2.740247295,74,1,10.65,5.7,20,0.5,10,Single-male-multi-female,Patriarchal,Polygynous,Allo-parenting,22.23179156,0.001416087,0.459917417,2.740247295,74,1,10.65,5.7,20,0.5,10,
Colobus_polykomos_ott989400,Colobus_polykomos,King colobus,Cercopithecidae,0,0,26.3360577,0.001403609,0.477742443,3.298798258,62,1,9,2,NA,0.5,4,Single-male-multi-female,Patriarchal,Polygynous,Allo-parenting,26.3360577,0.001403609,0.477742443,3.298798258,62,1,9,2,20.02992406,0.5,4,
Colobus_satanas_ott189815,Colobus_satanas,Black colobus,Cercopithecidae,0,0,25.67182635,0.006150332,0.770527959,3.207780368,22,1,11,8,NA,1,4,Single-male-multi-female,Patriarchal,Polygynous,Allo-parenting,25.67182635,0.006150332,0.770527959,3.207780368,22,1,11,8,20.52759807,1,4,
Colobus_vellerosus_ott39815,Colobus_vellerosus,Ursine colobus,Cercopithecidae,1,13,27.5221342,0.000874633,0.36838644,2.657369801,57,1,9.3,2,NA,1,15,Single-male-multi-female,Patriarchal,Polygynous,Allo-parenting,27.5221342,0.000874633,0.36838644,2.657369801,57,1,9.3,2,20.3327729,1,15,
Daubentonia_madagascariensis_ott50727,Daubentonia_madagascariensis,Aye-aye,Strepsirrhini,0,0,24.76392735,0.008756134,0.907415561,3.919663336,17,0,2.65,0.3,20,1,1,Solitary,Egalitarian,Polygynandrous,Maternal,24.76392735,0.008756134,0.907415561,3.919663336,17,0,2.65,0.3,20,1,1,
Erythrocebus_patas_ott268326,Erythrocebus_patas,Common patas monkey,Cercopithecidae,1,2,22.07098263,0.000192313,0.40194014,0.888552613,82,1,8.65,9.1,20,2,24,Single-male-multi-female,Patriarchal,Polygynandrous,Allo-parenting,22.07098263,0.000192313,0.40194014,0.888552613,82,1,8.65,9.1,20,2,24,
Erythrocebus_poliophaeus_ott7655031,Erythrocebus_poliophaeus,Blue Nile patas monkey,Cercopithecidae,0,0,NA,NA,NA,NA,NA,1,NA,NA,21,0.2,40,Single-male-multi-female,Patriarchal,Polygynandrous,Allo-parenting,22.51511006,0.001007126,0.453603722,1.326854357,75.58992089,1,11.85642144,9.180738353,21,0.2,40,
Eulemur_albifrons_ott259258,Eulemur_albifrons,White-headed lemur,Strepsirrhini,0,0,24.80479585,0.009362462,0.911674034,4.91716834,16,0,2.3,0,25,NA,7,Multi-male-multi-female,Patriarchal,Polygynous,Maternal,24.80479585,0.009362462,0.911674034,4.91716834,16,0,2.3,0,25,0.714697375,7,
Eulemur_cinereiceps_ott975685,Eulemur_cinereiceps,Gray-headed lemur,Strepsirrhini,0,0,25.5322755,0.006010374,0.885208923,2.960588386,20,0,2.75,0.5,25,1,11,Fission-fusion,Egalitarian,Polygynous,Shared parental care,25.5322755,0.006010374,0.885208923,2.960588386,20,0,2.75,0.5,25,1,11,
Eulemur_coronatus_ott394965,Eulemur_coronatus,Crowned lemur,Strepsirrhini,0,0,25.6910835,0.013333346,0.903913133,3.268349511,23,0,1.2,0.2,20,1,10,Fission-fusion,Egalitarian,Polygynous,NA,25.6910835,0.013333346,0.903913133,3.268349511,23,0,1.2,0.2,20,1,10,
Eulemur_flavifrons_ott114057,Eulemur_flavifrons,Blue-eyed black lemur,Strepsirrhini,0,0,26.2908976,0.016947258,0.918324212,3.524327497,23,0,1.9,0.6,15,2,8,Multi-male-multi-female,Matriarchal,Polygynandrous,Maternal,26.2908976,0.016947258,0.918324212,3.524327497,23,0,1.9,0.6,15,2,8,
Eulemur_macaco_ott763521,Eulemur_macaco,Black lemur,Strepsirrhini,0,0,26.02306213,0.016767808,0.913052495,3.911523638,14,0,2.25,1.5,25,1,10,Multi-male-multi-female,Matriarchal,Polygynandrous,Maternal,26.02306213,0.016767808,0.913052495,3.911523638,14,0,2.25,1.5,25,1,10,
Eulemur_mongoz_ott696004,Eulemur_mongoz,Mongoose lemur,Strepsirrhini,0,0,27.04860273,0.00757754,0.846247756,3.815272177,10,0,2.5,1,NA,1,4,Monogamous pairs,Matriarchal,Monogamous,Maternal,27.04860273,0.00757754,0.846247756,3.815272177,10,0,2.5,1,21.32446897,1,4,
Eulemur_rubriventer_ott696007,Eulemur_rubriventer,Red-bellied lemur,Strepsirrhini,0,0,22.6201394,0.010274287,0.926874633,4.204707806,26,0,2.2,0.4,25,1,4,Monogamous pairs,Matriarchal,Monogamous,Shared parental care,22.6201394,0.010274287,0.926874633,4.204707806,26,0,2.2,0.4,25,1,4,
Eulemur_rufifrons_ott3607541,Eulemur_rufifrons,Red-fronted lemur,Strepsirrhini,0,0,25.00480295,0.005573625,0.854939524,3.645111872,25,0,2.2,0,15,0.5,10,Multi-male-multi-female,Egalitarian,Polygynandrous,Maternal,25.00480295,0.005573625,0.854939524,3.645111872,25,0,2.2,0,15,0.5,10,
Eulemur_rufus_ott22554,Eulemur_rufus,Red lemur,Strepsirrhini,0,0,27.0390227,0.007084338,0.879412317,3.185016217,20,0,2.25,0.1,25,2,11,Multi-male-multi-female,Patriarchal,Polygynandrous,Maternal,27.0390227,0.007084338,0.879412317,3.185016217,20,0,2.25,0.1,25,2,11,
Eulemur_sanfordi_ott671251,Eulemur_sanfordi,Sanford's brown lemur,Strepsirrhini,0,0,25.2984009,0.014011532,0.910481387,3.112419485,20,0,1.85,0.1,9,1,10,Multi-male-multi-female,Matriarchal,Polygynandrous,Maternal,25.2984009,0.014011532,0.910481387,3.112419485,20,0,1.85,0.1,9,1,10,
Euoticus_elegantulus_ott323064,Euoticus_elegantulus,Southern needle-clawed galago,Strepsirrhini,0,0,25.7317069,0.00481401,0.763868151,3.721863137,50,1,0.32,0.09,4,1,5,Monogamous pairs,Patriarchal,NA,Maternal,25.7317069,0.00481401,0.763868151,3.721863137,50,1,0.32,0.09,4,1,5,
Euoticus_pallidus_ott3607501,Euoticus_pallidus,Northern needle-clawed galago,Strepsirrhini,0,0,26.29537095,0.005507403,0.707730025,3.639213564,26,1,0.28,0,10,1,1,Solitary,NA,NA,Maternal,26.29537095,0.005507403,0.707730025,3.639213564,26,1,0.28,0,10,1,1,
Galago_alleni_ott173071,Galago_alleni,Allen's bushbaby,Strepsirrhini,0,0,26.2639729,0.005540891,0.705263722,3.664589512,27,1,0.33,0.26,8,NA,1,Solitary,NA,Polygynous,Maternal,26.2639729,0.005540891,0.705263722,3.664589512,27,1,0.33,0.26,8,0.403121578,1,
Galago_gabonensis_ott323060,Galago_gabonensis,Gabon bushbaby,Strepsirrhini,0,0,NA,NA,NA,NA,NA,1,NA,NA,10,NA,1,Solitary,NA,Polygynous,Maternal,26.12865486,0.005712604,0.760253833,3.315843915,32.99913616,1,0.628768485,0.367080867,10,0.409714934,1,
Galago_gallarum_ott552578,Galago_gallarum,Somali bushbaby,Strepsirrhini,0,0,27.7410529,0.000130646,0.365886098,1.064308683,96,1,0.19,0.23,16,1,1,Solitary,NA,Polygynous,Maternal,27.7410529,0.000130646,0.365886098,1.064308683,96,1,0.19,0.23,16,1,1,
Galago_granti_ott323055,Galago_granti,Grant's bushbaby,Strepsirrhini,0,0,26.4693938,0.004524392,0.744841747,2.866560842,87,1,NA,NA,NA,NA,4,Monogamous pairs,NA,Polygynandrous,Maternal,26.4693938,0.004524392,0.744841747,2.866560842,87,1,0.718396188,0.364938085,11.19621599,0.605125522,4,
Galago_matschiei_ott271531,Galago_matschiei,Dusky bushbaby,Strepsirrhini,0,0,20.9553239,0.00555036,0.709905848,3.746648277,75,1,0.2,0.1,4,1,8,Solitary,Patriarchal,Polygynous,Maternal,20.9553239,0.00555036,0.709905848,3.746648277,75,1,0.2,0.1,4,1,8,
Galago_minor_ott7655190,Galago_minor,Lesser galago,Strepsirrhini,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,Solitary,Patriarchal,Polygynous,Maternal,25.38169985,0.004229866,0.697529347,3.274909457,70.64699035,1,0.552916264,0.272360594,11.37567868,0.815415483,4,
